id,det_A,rank_F2_A,v2_detA
9427,23880,6,3
9428,-27680,5,5
9429,-32816,5,4
9430,-41540,6,2
9431,59384,6,3
9432,-15536,5,4
9433,-32312,5,3
9434,-20512,5,5
9435,-10864,4,4
9436,47040,5,6
9437,83552,5,5
9438,-17856,6,6
9439,-86016,5,12
9440,-31536,5,4
9441,3856,6,4
9442,6316,6,2
9443,-72964,6,2
9444,146512,5,4
9445,30992,5,4
9446,80224,5,5
9447,-84216,6,3
9448,51008,6,6
9449,28416,5,8
9450,-83536,5,4
9451,3120,5,4
9452,76160,4,7
9453,54512,5,4
9454,-23552,5,10
9455,6348,6,2
9456,2496,5,6
9457,293856,5,5
9458,119676,6,2
9459,1472,5,6
9460,920,6,3
9461,-56232,6,3
9462,-55768,6,3
9463,40928,5,5
9464,-223440,5,4
9465,-23152,5,4
9466,-4040,5,3
9467,15960,6,3
9468,132896,6,5
9469,38080,5,6
9470,-109392,5,4
9471,40888,5,3
9472,-270720,4,7
9473,65612,6,2
9474,54208,5,6
9475,1148,6,2
9476,41088,5,7
9477,-67968,4,7
9478,45736,6,3
9479,38368,6,5
9480,-99840,3,9
9481,-89664,6,6
9482,-48852,6,2
9483,11488,5,5
9484,188864,5,6
9485,94364,6,2
9486,2064,5,4
9487,99008,5,6
9488,-7536,5,4
9489,-95072,5,5
9490,254928,5,4
9491,-9344,4,7
9492,-2208,4,5
9493,7488,5,6
9494,76600,6,3
9495,18048,4,7
9496,-116032,5,6
9497,12312,6,3
9498,16680,6,3
9499,135696,6,4
9500,-24064,5,9
9501,16940,6,2
9502,-94752,6,5
9503,-72688,5,4
9504,-29184,5,9
9505,1440,6,5
9506,11152,5,4
9507,-117112,6,3
9508,-13864,6,3
9509,-50580,6,2
9510,26792,6,3
9511,7172,6,2
9512,-20704,5,5
9513,23872,5,6
9514,-44880,5,4
9515,-21528,5,3
9516,-46992,5,4
9517,22496,6,5
9518,47792,5,4
9519,-58960,5,4
9520,-21536,5,5
9521,-11648,5,7
9522,-25544,5,3
9523,-63072,5,5
9524,-21920,4,5
9525,-82792,6,3
9526,67008,5,6
9527,80016,6,4
9528,4800,5,6
9529,4032,4,6
9530,39556,6,2
9531,15744,4,7
9532,-349280,5,5
9533,-217008,6,4
9534,69384,6,3
9535,48472,5,3
9536,178288,5,4
9537,-62272,5,6
9538,-94880,5,5
9539,-15696,5,4
9540,-12468,6,2
9541,31008,5,5
9542,36288,5,6
9543,1420,6,2
9544,-164288,5,6
9545,66696,6,3
9546,-12864,6,6
9547,75048,6,3
9548,-13352,6,3
9549,56856,6,3
9550,8336,5,4
9551,79880,6,3
9552,6888,6,3
9553,144136,6,3
9554,-70320,4,4
9555,-9796,6,2
9556,-41216,5,8
9557,-44928,4,7
9558,-96736,6,5
9559,-33600,5,6
9560,263232,5,6
9561,-224056,6,3
9562,-12528,5,4
9563,-46592,5,9
9564,9864,6,3
9565,25776,5,4
9566,-36800,5,6
9567,-35136,6,6
9568,94336,5,7
9569,14688,5,5
9570,28608,5,6
9571,-17528,6,3
9572,45776,6,4
9573,-102816,6,5
9574,31624,6,3
9575,-44928,5,7
9576,-1200,6,4
9577,2528,5,5
9578,76768,5,5
9579,-30976,5,8
9580,-36896,6,5
9581,-53584,6,4
9582,178328,6,3
9583,16200,6,3
9584,-39152,6,4
9585,-124704,5,5
9586,-9696,5,5
9587,17664,5,8
9588,7904,5,5
9589,23104,5,6
9590,-32800,5,5
9591,-9888,5,5
9592,23424,5,7
9593,27840,5,6
9594,123456,5,6
9595,-4912,5,4
9596,-50400,6,5
9597,-2296,6,3
9598,-18608,5,4
9599,8440,6,3
9600,-5760,5,7
9601,-12520,6,3
9602,84096,5,7
9603,54768,5,4
9604,-52080,5,4
9605,-5920,5,5
9606,10880,5,7
9607,-126688,5,5
9608,1616,6,4
9609,-78640,6,4
9610,-18336,5,5
9611,-89768,5,3
9612,72104,6,3
9613,48384,4,8
9614,21216,4,5
9615,-66096,6,4
9616,-41560,6,3
9617,39360,4,6
9618,105680,5,4
9619,-84944,5,4
9620,87824,5,4
9621,-25344,3,8
9622,-177120,5,5
9623,40872,5,3
9624,-397440,5,7
9625,275472,5,4
9626,-37952,5,6
9627,10992,6,4
9628,-6720,5,6
9629,93696,5,9
9630,-8424,6,3
9631,-11424,5,5
9632,61208,6,3
9633,10760,5,3
9634,56064,6,8
9635,-33376,5,5
9636,-19696,5,4
9637,22872,6,3
9638,16688,5,4
9639,-123096,6,3
9640,-7752,6,3
9641,-43816,6,3
9642,52744,6,3
9643,-29952,5,8
9644,82432,5,9
9645,12208,5,4
9646,93264,5,4
9647,8088,6,3
9648,-26424,6,3
9649,39184,6,4
9650,-37664,6,5
9651,-348,6,2
9652,64680,5,3
9653,33824,4,5
9654,122784,5,5
9655,12512,5,5
9656,-2400,5,5
9657,-13488,5,4
9658,-37968,5,4
9659,116928,5,6
9660,-60576,6,5
9661,-2728,6,3
9662,-69504,5,7
9663,-112704,6,6
9664,-2124,6,2
9665,49680,5,4
9666,-61620,6,2
9667,-43416,5,3
9668,34896,5,4
9669,73568,4,5
9670,162336,5,5
9671,-164480,4,7
9672,157240,5,3
9673,48312,6,3
9674,34508,6,2
9675,-40288,5,5
9676,60528,5,4
9677,-13584,5,4
9678,-15608,5,3
9679,-117576,5,3
9680,95552,4,6
9681,-188104,6,3
9682,-63192,6,3
9683,40080,6,4
9684,-27128,6,3
9685,105632,6,5
9686,-173600,6,5
9687,-40560,5,4
9688,-15608,6,3
9689,-60384,5,5
9690,-49608,6,3
9691,20160,5,6
9692,22256,5,4
9693,68096,5,9
9694,-7764,6,2
9695,11964,6,2
9696,-148752,5,4
9697,53840,5,4
9698,144736,6,5
9699,71424,5,8
9700,-37968,6,4
9701,69492,6,2
9702,-1800,6,3
9703,35688,6,3
9704,74768,6,4
9705,7736,6,3
9706,-33120,6,5
9707,-120684,6,2
9708,157584,5,4
9709,248544,5,5
9710,-39168,5,8
9711,25848,5,3
9712,139032,5,3
9713,106656,5,5
9714,-43536,5,4
9715,6784,5,7
9716,-3728,5,4
9717,-190768,5,4
9718,-71328,5,5
9719,-24,6,3
9720,-68424,6,3
9721,-61128,5,3
9722,14264,5,3
9723,-69776,5,4
9724,10400,4,5
9725,-12444,6,2
9726,-3664,5,4
9727,-83520,5,6
9728,-30256,5,4
9729,-18664,5,3
9730,-79232,4,7
9731,9416,6,3
9732,79120,5,4
9733,26664,6,3
9734,63504,5,4
9735,-88680,6,3
9736,89076,6,2
9737,103328,6,5
9738,131360,4,5
9739,-64896,4,7
9740,67120,5,4
9741,56480,5,5
9742,-28080,5,4
9743,82648,6,3
9744,3820,6,2
9745,-151096,6,3
9746,-25144,6,3
9747,-90520,6,3
9748,-50064,6,4
9749,-51312,6,4
9750,-52744,6,3
9751,-7956,6,2
9752,-13280,5,5
9753,-18712,6,3
9754,-21560,6,3
9755,-75376,6,4
9756,6784,5,7
9757,105528,5,3
9758,117120,4,7
9759,-70688,5,5
9760,105728,6,8
9761,-76576,5,5
9762,36800,5,6
9763,71440,5,4
9764,-51024,5,4
9765,-227556,6,2
9766,-4480,5,7
9767,3480,5,3
9768,45632,5,6
9769,-12540,6,2
9770,9088,4,7
9771,71376,5,4
9772,-18920,6,3
9773,32592,5,4
9774,87200,4,5
9775,-30004,6,2
9776,15744,5,7
9777,53328,6,4
9778,-21120,5,7
9779,-32968,6,3
9780,-23184,6,4
9781,-62328,6,3
9782,11952,6,4
9783,443760,5,4
9784,46044,6,2
9785,10320,4,4
9786,-21888,5,7
9787,48296,6,3
9788,-5704,6,3
9789,-496,5,4
9790,-48544,5,5
9791,34688,5,7
9792,-36168,5,3
9793,24484,6,2
9794,42104,5,3
9795,3592,6,3
9796,-43008,5,11
9797,21792,5,5
9798,-199800,5,3
9799,204504,5,3
9800,16708,6,2
9801,28708,6,2
9802,-1100,6,2
9803,19456,5,10
9804,15840,6,5
9805,-120144,6,4
9806,-115120,5,4
9807,-59456,5,6
9808,63520,5,5
9809,-21524,6,2
9810,34616,5,3
9811,-7936,5,8
9812,72480,5,5
9813,-100696,6,3
9814,-20576,4,5
9815,117184,5,6
9816,17376,5,5
9817,-46656,5,6
9818,13800,6,3
9819,127344,5,4
9820,42984,6,3
9821,2096,5,4
9822,-103920,5,4
9823,-12048,6,4
9824,-44688,5,4
9825,-31500,6,2
9826,67008,5,6
9827,14200,6,3
9828,31884,6,2
9829,-36792,6,3
9830,-80880,5,4
9831,56168,5,3
9832,-97504,5,5
9833,50424,5,3
9834,-145032,6,3
9835,-12016,5,4
9836,59760,6,4
9837,11536,5,4
9838,100944,5,4
9839,124380,6,2
9840,-42320,6,4
9841,16044,6,2
9842,80000,5,7
9843,117632,5,7
9844,-151456,5,5
9845,-8088,6,3
9846,29404,6,2
9847,51984,5,4
9848,381024,4,5
9849,-22960,5,4
9850,-45264,5,4
9851,16088,6,3
9852,20480,4,12
9853,-12672,6,7
9854,125540,6,2
9855,71188,6,2
9856,28616,6,3
9857,-21792,5,5
9858,-74880,4,7
9859,-5632,5,9
9860,33344,5,6
9861,34272,5,5
9862,96832,4,6
9863,13328,5,4
9864,23328,5,5
9865,-18528,5,5
9866,-30600,6,3
9867,0,5,inf
9868,-23648,4,5
9869,-2800,5,4
9870,-12608,5,6
9871,63072,6,5
9872,-4856,5,3
9873,38148,6,2
9874,104416,5,5
9875,-3648,5,6
9876,-4544,6,6
9877,-9680,5,4
9878,30256,6,4
9879,-50220,6,2
9880,67872,5,5
9881,-4232,6,3
9882,-46728,5,3
9883,-40864,5,5
9884,-35712,5,7
9885,61968,5,4
9886,-28624,5,4
9887,9136,5,4
9888,-55760,5,4
9889,40352,5,5
9890,-720,5,4
9891,-76032,5,8
9892,-34400,5,5
9893,-4416,3,6
9894,-42184,5,3
9895,-108416,6,7
9896,-35264,5,6
9897,25376,5,5
9898,-25208,6,3
9899,1136,5,4
9900,20192,5,5
9901,-34944,6,7
9902,13328,5,4
9903,-18160,5,4
9904,-13760,4,6
9905,7424,5,8
9906,-65984,5,6
9907,-68160,5,6
9908,-24224,6,5
9909,-14552,6,3
9910,-5408,4,5
9911,3556,6,2
9912,-15648,4,5
9913,-32396,6,2
9914,-24124,6,2
9915,1232,5,4
9916,-29488,5,4
9917,77936,5,4
9918,30152,6,3
9919,-27872,5,5
9920,40992,5,5
9921,-24008,5,3
9922,4972,6,2
9923,25696,5,5
9924,66316,6,2
9925,-35936,6,5
9926,76440,6,3
9927,-5696,5,6
9928,-6400,4,8
9929,-108504,6,3
9930,-55152,6,4
9931,4480,5,7
9932,-69792,6,5
9933,-173052,6,2
9934,-28392,6,3
9935,1920,4,7
9936,29856,5,5
9937,21360,5,4
9938,-39312,5,4
9939,66408,6,3
9940,-67660,6,2
9941,-45488,6,4
9942,-78432,6,5
9943,-70500,6,2
9944,-6656,5,9
9945,-432,5,4
9946,-50608,5,4
9947,28568,5,3
9948,-11480,6,3
9949,49056,6,5
9950,-24448,5,7
9951,37880,6,3
9952,-54912,4,7
9953,37284,6,2
9954,-64548,6,2
9955,86952,5,3
9956,71632,5,4
9957,-20240,5,4
9958,-36432,5,4
9959,-54192,5,4
9960,24360,6,3
9961,-93896,6,3
9962,92160,5,11
9963,36096,5,8
9964,6488,6,3
9965,352,4,5
9966,-134496,5,5
9967,93960,6,3
9968,-33936,6,4
9969,-32368,5,4
9970,-112480,5,5
9971,-255888,5,4
9972,0,5,inf
9973,-22136,6,3
9974,63744,5,8
9975,32568,6,3
9976,-15120,5,4
9977,17948,6,2
9978,263616,5,6
9979,-53280,6,5
9980,-54456,6,3
9981,-29600,5,5
9982,-77920,5,5
9983,5632,6,9
9984,-223816,6,3
9985,-13952,6,7
9986,34896,5,4
9987,-82152,6,3
9988,72264,6,3
9989,-56480,4,5
9990,52080,5,4
9991,-53520,5,4
9992,-2892,6,2
9993,976,5,4
9994,106400,6,5
9995,-21088,5,5
9996,6016,4,7
9997,-22320,6,4
9998,4848,6,4
9999,-8248,5,3
